Area,Cancer Type,Year,Sex,Race,Type,Age-Adjusted Rate,Case Count,Population
Delaware,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,253.7,59,22108
Georgia,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,255.5,644,260473
Idaho,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,256.8,47,19086
Florida,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,258.2,1158,375483
Alabama,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,258.9,112,43697
Maryland,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,259.8,681,228601
Rhode Island,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,263.8,46,20812
New Jersey,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,266.7,1368,471512
Colorado,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,271.9,320,120762
California,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,276.6,11514,3360054
Minnesota,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,277.3,327,161114
Kansas,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,277.7,124,51413
Oregon,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,278,366,129347
Washington,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,280.4,1290,449166
Utah,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,281.5,158,66650
Maine,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,290.7,31,10852
Oklahoma,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,296.2,157,57136
Iowa,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,301,106,46692
Arkansas,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,303.8,85,33670
New York,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,305.5,3269,947430
West Virginia,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,308.6,30,8939
Alaska,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,311.1,106,32955
Hawaii,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,375.9,2427,473934
South Dakota,All Types of Cancer,2020,Female,Asian and Pacific Islander Non-Hispanic,Incidence,427.6,26,8500
Nevada,All Types of Cancer,2020,Female,Hispanic,Incidence,,,
North Dakota,All Types of Cancer,2020,Female,Hispanic,Incidence,,,
Vermont,All Types of Cancer,2020,Female,Hispanic,Incidence,,,
Indiana,All Types of Cancer,2020,Female,Hispanic,Incidence,,,
Wisconsin,All Types of Cancer,2020,Female,Hispanic,Incidence,,,
Puerto Rico,All Types of Cancer,2020,Female,Hispanic,Incidence,,,
West Virginia,All Types of Cancer,2020,Female,Hispanic,Incidence,136.5,16,14856
Mississippi,All Types of Cancer,2020,Female,Hispanic,Incidence,166,46,44894
Arkansas,All Types of Cancer,2020,Female,Hispanic,Incidence,195.4,138,116595
Alabama,All Types of Cancer,2020,Female,Hispanic,Incidence,198.6,139,107886
South Dakota,All Types of Cancer,2020,Female,Hispanic,Incidence,229.1,21,18459
Montana,All Types of Cancer,2020,Female,Hispanic,Incidence,229.6,34,22036
Missouri,All Types of Cancer,2020,Female,Hispanic,Incidence,229.9,216,133900
Maine,All Types of Cancer,2020,Female,Hispanic,Incidence,233,22,12256
Tennessee,All Types of Cancer,2020,Female,Hispanic,Incidence,239.9,275,193161
Alaska,All Types of Cancer,2020,Female,Hispanic,Incidence,246.4,40,25367
New Hampshire,All Types of Cancer,2020,Female,Hispanic,Incidence,247.5,50,27608
Virginia,All Types of Cancer,2020,Female,Hispanic,Incidence,248.6,749,414878
Maryland,All Types of Cancer,2020,Female,Hispanic,Incidence,251.8,590,317162
Wyoming,All Types of Cancer,2020,Female,Hispanic,Incidence,258.7,57,28712
Iowa,All Types of Cancer,2020,Female,Hispanic,Incidence,265.6,149,98759
Kentucky,All Types of Cancer,2020,Female,Hispanic,Incidence,267.4,140,83373
Arizona,All Types of Cancer,2020,Female,Hispanic,Incidence,269.8,2539,1177700
District of Columbia,All Types of Cancer,2020,Female,Hispanic,Incidence,271.8,84,40150
Texas,All Types of Cancer,2020,Female,Hispanic,Incidence,279,13146,5811112
Louisiana,All Types of Cancer,2020,Female,Hispanic,Incidence,285.6,278,119146
Michigan,All Types of Cancer,2020,Female,Hispanic,Incidence,292.2,535,266637
Ohio,All Types of Cancer,2020,Female,Hispanic,Incidence,296.1,479,238770
New Mexico,All Types of Cancer,2020,Female,Hispanic,Incidence,298,1607,527189
North Carolina,All Types of Cancer,2020,Female,Hispanic,Incidence,298.9,911,511832
California,All Types of Cancer,2020,Female,Hispanic,Incidence,299.2,19608,7742745
Oregon,All Types of Cancer,2020,Female,Hispanic,Incidence,304.3,532,279984
Washington,All Types of Cancer,2020,Female,Hispanic,Incidence,304.4,906,497598
Oklahoma,All Types of Cancer,2020,Female,Hispanic,Incidence,311.8,398,217275
Illinois,All Types of Cancer,2020,Female,Hispanic,Incidence,320.4,2676,1087207
Colorado,All Types of Cancer,2020,Female,Hispanic,Incidence,324.6,1572,625527
New Jersey,All Types of Cancer,2020,Female,Hispanic,Incidence,324.9,2790,936258
Florida,All Types of Cancer,2020,Female,Hispanic,Incidence,325.3,10650,2910341
New York,All Types of Cancer,2020,Female,Hispanic,Incidence,325.6,6199,1898467
Pennsylvania,All Types of Cancer,2020,Female,Hispanic,Incidence,329.9,1181,508773
Idaho,All Types of Cancer,2020,Female,Hispanic,Incidence,330.5,251,115292
Nebraska,All Types of Cancer,2020,Female,Hispanic,Incidence,331.8,215,108311
Kansas,All Types of Cancer,2020,Female,Hispanic,Incidence,333.4,364,175079
Georgia,All Types of Cancer,2020,Female,Hispanic,Incidence,335.6,1103,512463
Delaware,All Types of Cancer,2020,Female,Hispanic,Incidence,336.9,108,47725
Massachusetts,All Types of Cancer,2020,Female,Hispanic,Incidence,339.9,1166,437457
Rhode Island,All Types of Cancer,2020,Female,Hispanic,Incidence,340.2,231,87633
South Carolina,All Types of Cancer,2020,Female,Hispanic,Incidence,356.9,330,152106
Connecticut,All Types of Cancer,2020,Female,Hispanic,Incidence,377.7,932,309057
Minnesota,All Types of Cancer,2020,Female,Hispanic,Incidence,405.1,350,154579
Utah,All Types of Cancer,2020,Female,Hispanic,Incidence,432.5,611,230001
Hawaii,All Types of Cancer,2020,Female,Hispanic,Incidence,503.1,216,71784
Nevada,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Indiana,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,,,
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,4.1,165,3281538
New Mexico,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,4.2,103,2106319
Hawaii,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,4.5,73,1407006
South Dakota,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5,50,892717
Mississippi,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.1,173,2966786
Louisiana,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.4,274,4645318
South Carolina,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.6,356,5218040
Idaho,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.6,119,1826913
California,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.7,2447,39368078
Oklahoma,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.7,257,3980783
Texas,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.7,1738,29360759
Georgia,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.8,680,10710017
Michigan,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.8,683,9966555
Ohio,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.9,821,11693217
District of Columbia,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.9,40,712816
Virginia,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,5.9,573,8590563
Arizona,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6,512,7421401
Illinois,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6,858,12587530
Arkansas,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6,211,3030522
North Carolina,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.1,751,10600823
Maryland,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.1,419,6055802
Nebraska,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.1,133,1937552
Kansas,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.2,198,2913805
Massachusetts,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.2,503,6893574
Oregon,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.2,308,4241507
Tennessee,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.2,500,6886834
New York,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.2,1362,19336776
Colorado,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.3,404,5807719
Alaska,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.3,50,731158
Florida,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.3,1726,21733312
Vermont,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.3,55,623347
Wisconsin,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.3,449,5832655
North Dakota,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.4,53,765309
Kentucky,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.4,342,4477251
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.4,996,12783254
Delaware,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.5,76,986809
Rhode Island,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.5,82,1057125
Missouri,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.5,466,6151548
Montana,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.6,85,1080577
New Jersey,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.6,683,8882371
Minnesota,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.6,419,5657342
Washington,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.6,555,7693612
Iowa,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.7,250,3163561
Wyoming,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.7,44,582328
West Virginia,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.7,145,1784787
New Hampshire,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,6.8,114,1366275
Utah,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,7,219,3249879
Alabama,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,7,395,4921532
Maine,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,7,134,1350141
Connecticut,Brain and Other Nervous System,2020,Male and Female,All Races and Ethnicities,Incidence,7.1,304,3557006
Indiana,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,,,
Nevada,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,,,
North Dakota,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,,,
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,,,
New Mexico,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,5.1,58,783475
South Dakota,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,5.2,46,734516
Mississippi,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,5.7,126,1686946
Oklahoma,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,5.8,199,2691420
Idaho,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,5.8,107,1512401
Louisiana,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6,195,2734948
Vermont,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.2,52,583409
Michigan,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.2,582,7534869
Montana,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.4,77,942577
South Carolina,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.4,279,3361934
Wisconsin,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.4,395,4747166
Nebraska,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.5,118,1527461
Ohio,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.5,739,9245719
Massachusetts,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.6,422,4934739
Kansas,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.6,171,2227690
North Carolina,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.6,569,6711126
Virginia,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.6,436,5337294
Arkansas,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.7,184,2209564
West Virginia,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.7,136,1658328
Kentucky,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.8,323,3805077
Oregon,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.8,281,3250213
District of Columbia,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.8,17,274011
Minnesota,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.8,372,4513407
Florida,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.9,1178,11730894
New York,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.9,937,10800896
Tennessee,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.9,432,5123255
Colorado,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.9,329,3988030
New Hampshire,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.9,108,1235857
Wyoming,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,6.9,39,493371
Maine,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7,129,1267607
Missouri,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7,422,4927676
Hawaii,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7,30,305879
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7,886,9738852
California,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.1,1384,14721680
Utah,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.1,184,2564620
Georgia,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.2,503,5619010
Iowa,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.2,240,2703472
Alaska,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.2,41,461177
Arizona,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.2,386,4075422
Illinois,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.2,691,7710316
Texas,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.2,1079,12233845
Rhode Island,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.3,73,761395
Washington,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.3,466,5303363
New Jersey,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.4,472,4869242
Delaware,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.4,60,613617
Alabama,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.8,309,3250825
Maryland,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,7.8,297,3065729
Connecticut,Brain and Other Nervous System,2020,Male and Female,White Non-Hispanic,Incidence,8.1,253,2354601
Maine,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Rhode Island,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Kentucky,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Montana,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Indiana,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Iowa,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Nebraska,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
South Dakota,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Connecticut,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Kansas,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Hawaii,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Alaska,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Utah,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Oklahoma,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Oregon,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
North Dakota,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Nevada,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
New Mexico,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Arizona,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Idaho,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Colorado,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Delaware,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
New Hampshire,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Vermont,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Wyoming,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
West Virginia,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Minnesota,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Puerto Rico,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,,,
Illinois,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,2.9,59,1851058
Georgia,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.2,114,3490446
Tennessee,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.2,38,1191073
Missouri,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.4,26,758249
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.4,49,1480541
New Jersey,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.5,45,1199960
Mississippi,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.5,41,1128396
Ohio,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.5,55,1601597
South Carolina,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.6,55,1407964
Texas,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.7,134,3699914
Maryland,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.8,78,1881723
Florida,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.9,135,3491048
Michigan,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.9,57,1456824
Arkansas,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,3.9,18,484875
Louisiana,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.1,63,1532912
Virginia,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.3,76,1721838
New York,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.4,139,2913569
Massachusetts,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.5,24,548755
Washington,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.5,17,388158
California,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.7,121,2449179
North Carolina,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.8,120,2344295
Alabama,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,4.9,69,1331864
District of Columbia,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,5.5,20,321426
Wisconsin,Brain and Other Nervous System,2020,Male and Female,Black Non-Hispanic,Incidence,6.1,21,410303
New York,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Missouri,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Connecticut,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Florida,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Montana,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Colorado,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Georgia,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
South Carolina,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Indiana,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Iowa,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kentucky,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Maryland,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
North Carolina,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Kansas,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Hawaii,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Jersey,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Nebraska,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
South Dakota,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Alaska,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
California,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Massachusetts,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Mexico,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Alabama,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
North Dakota,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Arizona,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
New Hampshire,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Nevada,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Washington,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Oregon,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Vermont,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Delaware,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Mississippi,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Wisconsin,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Tennessee,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Illinois,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Louisiana,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Ohio,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Pennsylvania,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
West Virginia,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Michigan,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Wyoming,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Idaho,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Arkansas,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Rhode Island,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Utah,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Virginia,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Maine,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
District of Columbia,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Minnesota,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
Texas,Brain and Other Nervous System,2020,Male and Female,American Indian and Alaska Native Non-Hispanic,Incidence,,,
